<<<<<<< HEAD
,signal0
2975,846
2976,845
2977,844
2978,843
2979,842
2980,842
2981,839
2982,837
2983,838
2984,840
2985,842
2986,841
2987,842
2988,842
2989,844
2990,841
2991,839
2992,841
2993,840
2994,839
2995,839
2996,841
2997,842
2998,844
2999,844
3000,845
3001,848
3002,847
3003,847
3004,848
3005,845
3006,847
3007,852
3008,855
3009,858
3010,858
3011,860
3012,858
3013,856
3014,854
3015,856
3016,854
3017,854
3018,853
3019,852
3020,854
3021,856
3022,856
3023,858
3024,855
3025,859
3026,857
3027,858
3028,858
3029,857
3030,857
3031,855
3032,855
3033,854
3034,855
3035,855
3036,852
3037,849
3038,846
3039,844
3040,843
3041,841
3042,841
3043,844
3044,845
3045,845
3046,847
3047,848
3048,847
3049,847
3050,844
3051,845
3052,845
3053,847
3054,848
3055,850
3056,856
3057,861
3058,872
3059,886
3060,903
3061,923
3062,945
3063,965
3064,981
3065,994
3066,1002
3067,1011
3068,1017
3069,1026
3070,1038
3071,1045
3072,1048
3073,1043
3074,1031
3075,1014
3076,994
3077,973
3078,952
3079,932
3080,915
3081,899
3082,888
3083,882
3084,875
3085,869
3086,858
3087,854
3088,852
3089,852
3090,852
3091,855
3092,857
3093,859
3094,862
3095,862
3096,863
3097,861
3098,859
3099,858
3100,858
3101,859
3102,860
3103,863
3104,865
3105,865
3106,868
3107,869
3108,867
3109,863
3110,862
3111,861
3112,863
3113,864
3114,865
3115,865
3116,867
3117,867
3118,870
3119,871
3120,872
3121,871
3122,873
3123,867
3124,868
3125,870
3126,869
3127,868
3128,870
3129,873
3130,873
3131,878
3132,876
3133,876
3134,876
3135,875
3136,873
3137,874
3138,872
3139,872
3140,872
3141,876
3142,877
3143,880
3144,881
3145,880
3146,879
3147,879
3148,878
3149,875
3150,875
3151,878
3152,880
3153,881
3154,882
3155,886
3156,887
3157,886
3158,886
3159,885
3160,882
3161,882
3162,883
3163,882
3164,884
3165,884
3166,885
3167,886
3168,885
3169,885
3170,883
3171,885
3172,883
3173,882
3174,880
3175,879
3176,878
3177,877
3178,877
3179,879
3180,877
3181,876
3182,875
3183,871
3184,867
3185,865
3186,860
3187,860
3188,858
3189,859
3190,858
3191,860
3192,856
3193,855
3194,854
3195,851
3196,847
3197,845
3198,844
3199,843
3200,846
3201,847
3202,848
3203,849
3204,846
3205,847
3206,846
3207,842
3208,841
3209,839
3210,835
3211,837
3212,839
3213,840
3214,838
3215,841
3216,841
3217,841
3218,839
3219,837
3220,834
3221,835
3222,831
3223,832
3224,830
3225,830
3226,830
3227,832
3228,833
3229,834
3230,832
3231,830
3232,828
3233,827
3234,825
3235,825
3236,828
3237,824
3238,824
3239,828
3240,826
3241,825
3242,824
3243,824
3244,823
3245,823
3246,823
3247,823
3248,823
3249,825
3250,827
3251,829
3252,828
3253,827
3254,827
3255,823
3256,821
3257,821
3258,823
3259,822
3260,826
3261,825
3262,828
3263,830
3264,826
3265,828
3266,827
3267,829
3268,827
3269,827
3270,825
3271,826
3272,827
3273,826
3274,828
3275,831
3276,831
3277,831
3278,830
3279,828
3280,826
3281,824
3282,823
3283,826
3284,827
3285,827
3286,829
3287,833
3288,832
3289,831
3290,832
3291,831
3292,828
3293,829
3294,827
3295,827
3296,828
3297,828
3298,829
3299,833
3300,834
3301,832
3302,830
3303,831
3304,832
3305,829
3306,829
3307,830
3308,831
3309,833
3310,833
3311,834
3312,835
3313,832
3314,832
3315,833
3316,833
3317,833
3318,832
3319,832
3320,833
3321,835
3322,835
3323,834
3324,836
3325,835
3326,834
3327,832
3328,831
3329,828
3330,829
3331,829
3332,832
3333,834
3334,835
3335,838
3336,838
3337,837
3338,837
3339,834
3340,833
3341,833
3342,833
3343,834
3344,834
3345,837
3346,837
3347,840
3348,840
3349,840
3350,841
3351,840
3352,840
3353,841
3354,841
3355,842
3356,845
3357,848
3358,850
3359,851
3360,851
3361,848
3362,849
3363,845
3364,849
3365,848
3366,846
3367,846
3368,847
3369,848
3370,845
3371,850
3372,848
3373,850
3374,849
3375,847
3376,848
3377,847
3378,845
3379,846
3380,844
3381,842
3382,844
3383,847
3384,844
3385,841
3386,838
3387,838
3388,837
3389,837
3390,836
3391,837
3392,838
3393,841
3394,838
3395,845
3396,844
3397,844
3398,844
3399,844
3400,846
3401,842
3402,842
3403,847
3404,853
3405,861
3406,875
3407,896
3408,918
3409,942
3410,965
3411,983
3412,996
3413,1001
3414,1007
3415,1011
3416,1019
3417,1030
3418,1033
3419,1035
3420,1026
3421,1009
3422,993
3423,974
3424,955
3425,934
3426,916
3427,900
3428,888
3429,878
3430,873
3431,867
3432,863
3433,857
3434,853
3435,849
3436,847
3437,848
3438,847
3439,848
3440,851
3441,851
3442,855
3443,857
3444,857
3445,855
3446,855
3447,852
3448,851
3449,848
3450,851
3451,852
3452,854
3453,856
3454,858
3455,861
3456,862
3457,861
3458,861
3459,860
3460,860
3461,858
3462,857
3463,856
3464,860
3465,860
3466,863
3467,865
3468,865
3469,868
3470,866
3471,865
3472,863
3473,861
3474,862
3475,864
3476,865
3477,864
3478,866
3479,871
3480,872
3481,870
3482,870
3483,868
3484,868
3485,868
3486,867
3487,868
3488,867
3489,869
3490,872
3491,875
3492,875
3493,875
3494,875
3495,875
3496,871
3497,870
3498,870
3499,872
3500,870
3501,875
3502,874
3503,875
3504,877
3505,876
3506,877
3507,876
3508,876
3509,874
3510,874
3511,876
3512,877
3513,877
3514,879
3515,879
3516,881
3517,878
3518,876
3519,878
3520,873
3521,870
3522,871
3523,871
3524,871
3525,874
3526,874
3527,873
3528,873
3529,871
3530,869
3531,867
3532,864
3533,861
3534,859
3535,860
3536,859
3537,859
3538,858
3539,856
3540,854
3541,856
3542,854
3543,853
3544,851
3545,851
3546,849
3547,846
3548,846
3549,847
3550,847
3551,849
3552,848
3553,849
3554,847
3555,846
3556,846
3557,845
3558,844
3559,844
3560,845
3561,846
3562,842
3563,846
3564,843
3565,842
3566,841
3567,837
3568,837
3569,837
3570,836
3571,837
3572,837
3573,839
3574,841
3575,843
3576,839
3577,836
3578,835
3579,834
3580,831
3581,831
3582,830
3583,830
3584,831
3585,832
3586,832
3587,835
3588,834
3589,835
3590,834
3591,832
3592,831
3593,830
3594,826
3595,826
3596,825
3597,824
3598,826
3599,828
=======
